date,ticker,open,high,low,close,adj close,volume
2025-04-18,DEMO_A,101.172575,101.827550,100.869057,101.522981,101.522981,459731
2025-04-21,DEMO_A,101.522981,101.879081,101.218413,101.574358,101.574358,170112
2025-04-22,DEMO_A,101.574358,101.879081,100.951039,101.254803,101.254803,392048
2025-04-23,DEMO_A,101.254803,101.558567,99.534734,99.834237,99.834237,478743
2025-04-24,DEMO_A,99.834237,100.462713,99.534734,100.162226,100.162226,307903
2025-04-25,DEMO_A,100.162226,102.413165,99.861739,102.106844,102.106844,194112
2025-04-28,DEMO_A,102.106844,102.946708,101.800524,102.638792,102.638792,264930
2025-04-29,DEMO_A,102.638792,105.098468,102.330876,104.784116,104.784116,187592
2025-04-30,DEMO_A,104.784116,105.098468,103.558965,103.870577,103.870577,393822
2025-05-01,DEMO_A,103.870577,104.182189,102.244714,102.552371,102.552371,594841
2025-05-02,DEMO_A,102.552371,102.860028,100.313020,100.614864,100.614864,390530
2025-05-05,DEMO_A,100.614864,101.838439,100.313020,101.533837,101.533837,247376
2025-05-06,DEMO_A,101.533837,101.838439,99.185945,99.484398,99.484398,111401
2025-05-07,DEMO_A,99.484398,99.782851,97.805246,98.099544,98.099544,333553
2025-05-08,DEMO_A,98.099544,99.575087,97.805246,99.277255,99.277255,491367
2025-05-09,DEMO_A,99.277255,102.418385,98.979423,102.112048,102.112048,435562
2025-05-12,DEMO_A,102.112048,103.034921,101.805712,102.726740,102.726740,345353
2025-05-13,DEMO_A,102.726740,103.034921,101.029688,101.333689,101.333689,371122
2025-05-14,DEMO_A,101.333689,102.039745,101.029688,101.734541,101.734541,336744
2025-05-15,DEMO_A,101.734541,102.039745,100.301555,100.603365,100.603365,372502
2025-05-16,DEMO_A,100.603365,100.905175,99.465599,99.764893,99.764893,360336
2025-05-19,DEMO_A,99.764893,100.064188,99.289594,99.588359,99.588359,281839
2025-05-20,DEMO_A,99.588359,100.127009,99.289594,99.827526,99.827526,513145
2025-05-21,DEMO_A,99.827526,100.127009,99.327112,99.625990,99.625990,251089
2025-05-22,DEMO_A,99.625990,99.924868,97.044827,97.336837,97.336837,377018
2025-05-23,DEMO_A,97.336837,97.628848,96.405639,96.695726,96.695726,159437
2025-05-26,DEMO_A,96.695726,97.387155,96.405639,97.095868,97.095868,240616
2025-05-27,DEMO_A,97.095868,99.847632,96.804580,99.548985,99.548985,569380
2025-05-28,DEMO_A,99.548985,101.251113,99.250338,100.948268,100.948268,484323
2025-05-29,DEMO_A,100.948268,101.251113,99.964342,100.265137,100.265137,587577
2025-05-30,DEMO_A,100.265137,100.565933,98.642471,98.939288,98.939288,215106
2025-06-02,DEMO_A,98.939288,99.236106,97.665536,97.959414,97.959414,373401
2025-06-03,DEMO_A,97.959414,98.253292,96.568184,96.858760,96.858760,285461
2025-06-04,DEMO_A,96.858760,98.316139,96.568184,98.022073,98.022073,581605
2025-06-05,DEMO_A,98.022073,99.626701,97.728006,99.328715,99.328715,258569
2025-06-06,DEMO_A,99.328715,100.185105,99.030729,99.885449,99.885449,410929
2025-06-09,DEMO_A,99.885449,100.185105,99.548886,99.848431,99.848431,357528
2025-06-10,DEMO_A,99.848431,100.147976,98.660218,98.957090,98.957090,190350
2025-06-11,DEMO_A,98.957090,99.253961,98.053381,98.348427,98.348427,182303
2025-06-12,DEMO_A,98.348427,98.643472,96.404565,96.694649,96.694649,584686
2025-06-13,DEMO_A,96.694649,97.238800,96.404565,96.947956,96.947956,596187
2025-06-16,DEMO_A,96.947956,99.432307,96.657112,99.134903,99.134903,522821
2025-06-17,DEMO_A,99.134903,99.432307,98.693208,98.990179,98.990179,545396
2025-06-18,DEMO_A,98.990179,99.705188,98.693208,99.406967,99.406967,334772
2025-06-19,DEMO_A,99.406967,100.031893,99.108746,99.732695,99.732695,257964
2025-06-20,DEMO_A,99.732695,100.031893,98.882875,99.180416,99.180416,305109
2025-06-23,DEMO_A,99.180416,100.096896,98.882875,99.797504,99.797504,286828
2025-06-24,DEMO_A,99.797504,102.292797,99.498111,101.986837,101.986837,289995
2025-06-25,DEMO_A,101.986837,102.292797,99.972653,100.273473,100.273473,231230
2025-06-26,DEMO_A,100.273473,100.574294,98.095594,98.390766,98.390766,115955
2025-06-27,DEMO_A,98.390766,101.116547,98.095594,100.814105,100.814105,161378
2025-06-30,DEMO_A,100.814105,101.116547,100.279421,100.581165,100.581165,473369
2025-07-01,DEMO_A,100.581165,102.988851,100.279421,102.680808,102.680808,189634
2025-07-02,DEMO_A,102.680808,102.988851,100.818521,101.121887,101.121887,240254
2025-07-03,DEMO_A,101.121887,102.363343,100.818521,102.057172,102.057172,255161
2025-07-04,DEMO_A,102.057172,102.363343,101.210670,101.515215,101.515215,349653
2025-07-07,DEMO_A,101.515215,101.819761,100.999542,101.303453,101.303453,350370
2025-07-08,DEMO_A,101.303453,102.109120,100.999542,101.803709,101.803709,187139
2025-07-09,DEMO_A,101.803709,102.259146,101.498298,101.953286,101.953286,214828
2025-07-10,DEMO_A,101.953286,103.205833,101.647426,102.897142,102.897142,584654
2025-07-11,DEMO_A,102.897142,103.205833,102.539009,102.847552,102.847552,160916
2025-07-14,DEMO_A,102.847552,103.156094,101.355899,101.660882,101.660882,483094
2025-07-15,DEMO_A,101.660882,101.965865,100.137470,100.438787,100.438787,390558
2025-07-16,DEMO_A,100.438787,100.740103,99.690084,99.990054,99.990054,112550
2025-07-17,DEMO_A,99.990054,100.290025,97.875545,98.170055,98.170055,457703
2025-07-18,DEMO_A,98.170055,98.526503,97.875545,98.231808,98.231808,316917
2025-07-21,DEMO_A,98.231808,99.222497,97.937112,98.925720,98.925720,161876
2025-07-22,DEMO_A,98.925720,99.222497,97.982255,98.277086,98.277086,586560
2025-07-23,DEMO_A,98.277086,99.985484,97.982255,99.686425,99.686425,250474
2025-07-24,DEMO_A,99.686425,100.761731,99.387365,100.460350,100.460350,256868
2025-07-25,DEMO_A,100.460350,100.761731,99.962542,100.263332,100.263332,577811
2025-07-28,DEMO_A,100.263332,100.564122,99.013117,99.311050,99.311050,349582
2025-07-29,DEMO_A,99.311050,99.967717,99.013117,99.668711,99.668711,112429
2025-07-30,DEMO_A,99.668711,100.235191,99.369705,99.935385,99.935385,520396
2025-07-31,DEMO_A,99.935385,100.382330,99.635579,100.082083,100.082083,152948
2025-08-01,DEMO_A,100.082083,100.723727,99.781837,100.422459,100.422459,103255
2025-08-04,DEMO_A,100.422459,103.426086,100.121192,103.116736,103.116736,583115
2025-08-05,DEMO_A,103.116736,103.426086,101.606935,101.912673,101.912673,469162
2025-08-06,DEMO_A,101.912673,102.218411,99.566285,99.865882,99.865882,502180
2025-08-07,DEMO_A,99.865882,100.165480,98.766028,99.063218,99.063218,523489
2025-08-08,DEMO_A,99.063218,101.072256,98.766028,100.769947,100.769947,108918
2025-08-11,DEMO_A,100.769947,101.072256,99.467253,99.766553,99.766553,225256
2025-08-12,DEMO_A,99.766553,100.065853,96.540869,96.831363,96.831363,498408
2025-01-01,DEMO_B,100.000000,100.300000,99.493106,99.792483,99.792483,482573
2025-01-02,DEMO_B,99.792483,100.091861,98.778128,99.075354,99.075354,403007
2025-01-03,DEMO_B,99.075354,99.372580,97.592452,97.886110,97.886110,156864
2025-01-06,DEMO_B,97.886110,98.179768,95.239232,95.525809,95.525809,425965
2025-01-07,DEMO_B,95.525809,95.812386,93.321761,93.602569,93.602569,365508
2025-01-08,DEMO_B,93.602569,93.883377,91.673138,91.948985,91.948985,223919
2025-01-09,DEMO_B,91.948985,92.224832,90.294306,90.566004,90.566004,520428
2025-01-10,DEMO_B,90.566004,94.627238,90.294306,94.344206,94.344206,508284
2025-01-13,DEMO_B,94.344206,94.627238,92.549479,92.827963,92.827963,337710
2025-01-14,DEMO_B,92.827963,93.571440,92.549479,93.291565,93.291565,397216
2025-01-15,DEMO_B,93.291565,95.882835,93.011691,95.596047,95.596047,259361
2025-01-16,DEMO_B,95.596047,95.882835,95.001537,95.287399,95.287399,255167
2025-01-17,DEMO_B,95.287399,96.638365,95.001537,96.349317,96.349317,399279
2025-01-20,DEMO_B,96.349317,96.638365,95.574840,95.862428,95.862428,182765
2025-01-21,DEMO_B,95.862428,96.150015,95.415028,95.702134,95.702134,327828
2025-01-22,DEMO_B,95.702134,95.989240,95.116424,95.402632,95.402632,157745
2025-01-23,DEMO_B,95.402632,95.688840,94.781309,95.066509,95.066509,197410
2025-01-24,DEMO_B,95.066509,95.351708,94.066093,94.349140,94.349140,187320
2025-01-27,DEMO_B,94.349140,95.278026,94.066093,94.993047,94.993047,357997
2025-01-28,DEMO_B,94.993047,95.504677,94.708068,95.219020,95.219020,440357
2025-01-29,DEMO_B,95.219020,95.995355,94.933363,95.708231,95.708231,592211
2025-01-30,DEMO_B,95.708231,96.014670,95.421106,95.727487,95.727487,352263
2025-01-31,DEMO_B,95.727487,96.014670,94.499936,94.784289,94.784289,368256
2025-02-03,DEMO_B,94.784289,95.068642,94.390190,94.674212,94.674212,121737
2025-02-04,DEMO_B,94.674212,97.801657,94.390190,97.509130,97.509130,421283
2025-02-05,DEMO_B,97.509130,98.351065,97.216602,98.056894,98.056894,385616
2025-02-06,DEMO_B,98.056894,98.351065,96.743249,97.034352,97.034352,103537
2025-02-07,DEMO_B,97.034352,97.701487,96.743249,97.409259,97.409259,286807
2025-02-10,DEMO_B,97.409259,97.701487,95.635396,95.923165,95.923165,146660
2025-02-11,DEMO_B,95.923165,96.584812,95.635396,96.295925,96.295925,516729
2025-02-12,DEMO_B,96.295925,97.255692,96.007037,96.964798,96.964798,444691
2025-02-13,DEMO_B,96.964798,98.546415,96.673904,98.251660,98.251660,149556
2025-02-14,DEMO_B,98.251660,99.195191,97.956905,98.898496,98.898496,219939
2025-02-17,DEMO_B,98.898496,99.195191,97.972632,98.267434,98.267434,589785
2025-02-18,DEMO_B,98.267434,98.946592,97.972632,98.650640,98.650640,413909
2025-02-19,DEMO_B,98.650640,98.946592,97.972793,98.267596,98.267596,421241
2025-02-20,DEMO_B,98.267596,98.562399,97.850517,98.144952,98.144952,513027
2025-02-21,DEMO_B,98.144952,98.669598,97.850517,98.374475,98.374475,368034
2025-02-24,DEMO_B,98.374475,100.743508,98.079351,100.442182,100.442182,516849
2025-02-25,DEMO_B,100.442182,100.743508,99.829311,100.129700,100.129700,331399
2025-02-26,DEMO_B,100.129700,100.698714,99.829311,100.397522,100.397522,224899
2025-02-27,DEMO_B,100.397522,100.698714,99.596419,99.896107,99.896107,233231
2025-02-28,DEMO_B,99.896107,100.195796,97.196248,97.488714,97.488714,182560
2025-03-03,DEMO_B,97.488714,100.194673,97.196248,99.894988,99.894988,308444
2025-03-04,DEMO_B,99.894988,100.194673,97.498886,97.792262,97.792262,352526
2025-03-05,DEMO_B,97.792262,98.085639,97.070896,97.362985,97.362985,283196
2025-03-06,DEMO_B,97.362985,97.655074,97.006992,97.298888,97.298888,191457
2025-03-07,DEMO_B,97.298888,97.590785,96.573142,96.863733,96.863733,442871
2025-03-10,DEMO_B,96.863733,98.958573,96.573142,98.662586,98.662586,435421
2025-03-11,DEMO_B,98.662586,101.408171,98.366598,101.104857,101.104857,558174
2025-03-12,DEMO_B,101.104857,103.114234,100.801542,102.805816,102.805816,330248
2025-03-13,DEMO_B,102.805816,105.683896,102.497399,105.367792,105.367792,367717
2025-03-14,DEMO_B,105.367792,106.356688,105.051689,106.038572,106.038572,201178
2025-03-17,DEMO_B,106.038572,106.356688,105.303475,105.620336,105.620336,502195
2025-03-18,DEMO_B,105.620336,106.057147,105.303475,105.739928,105.739928,136233
2025-03-19,DEMO_B,105.739928,107.558217,105.422708,107.236507,107.236507,244077
2025-03-20,DEMO_B,107.236507,107.558217,105.186607,105.503116,105.503116,398722
2025-03-21,DEMO_B,105.503116,105.819626,104.927210,105.242938,105.242938,447399
2025-03-24,DEMO_B,105.242938,107.325293,104.927210,107.004280,107.004280,418109
2025-03-25,DEMO_B,107.004280,110.118096,106.683267,109.788730,109.788730,147547
2025-03-26,DEMO_B,109.788730,111.272732,109.459364,110.939913,110.939913,361613
2025-03-27,DEMO_B,110.939913,111.272732,110.525567,110.858142,110.858142,567969
2025-03-28,DEMO_B,110.858142,111.190716,108.748598,109.075825,109.075825,184697
2025-03-31,DEMO_B,109.075825,111.764725,108.748598,111.430433,111.430433,500442
2025-04-01,DEMO_B,111.430433,112.789298,111.096142,112.451943,112.451943,598329
2025-04-02,DEMO_B,112.451943,112.789298,110.556798,110.889467,110.889467,497557
2025-04-03,DEMO_B,110.889467,111.295449,110.556798,110.962561,110.962561,460928
2025-04-04,DEMO_B,110.962561,111.295449,109.616991,109.946831,109.946831,395037
2025-04-07,DEMO_B,109.946831,110.781583,109.616991,110.450232,110.450232,164670
2025-04-08,DEMO_B,110.450232,111.752119,110.118881,111.417866,111.417866,382475
2025-04-09,DEMO_B,111.417866,111.752119,107.598330,107.922096,107.922096,439638
2025-04-10,DEMO_B,107.922096,108.376754,107.598330,108.052596,108.052596,361315
2025-04-11,DEMO_B,108.052596,109.028365,107.728438,108.702258,108.702258,358853
2025-04-14,DEMO_B,108.702258,109.028365,105.311511,105.628396,105.628396,346076
2025-04-15,DEMO_B,105.628396,105.945281,104.464498,104.778834,104.778834,522522
2025-04-16,DEMO_B,104.778834,105.093171,102.197269,102.504783,102.504783,159866
2025-04-17,DEMO_B,102.504783,104.979833,102.197269,104.665835,104.665835,344096
2025-04-18,DEMO_B,104.665835,106.252723,104.351838,105.934918,105.934918,428931
2025-04-21,DEMO_B,105.934918,106.252723,104.797216,105.112554,105.112554,204132
2025-04-22,DEMO_B,105.112554,107.038205,104.797216,106.718051,106.718051,435615
2025-04-23,DEMO_B,106.718051,107.409230,106.397897,107.087966,107.087966,508557
2025-04-24,DEMO_B,107.087966,107.838089,106.766702,107.515542,107.515542,481266
2025-04-25,DEMO_B,107.515542,107.838089,105.926353,106.245089,106.245089,366098
2025-04-28,DEMO_B,106.245089,106.563824,105.721551,106.039670,106.039670,257219
2025-04-29,DEMO_B,106.039670,106.951589,105.721551,106.631694,106.631694,143129
2025-04-30,DEMO_B,106.631694,106.951589,104.768878,105.084131,105.084131,568063
2025-05-01,DEMO_B,105.084131,105.399383,104.606599,104.921363,104.921363,163960
2025-05-02,DEMO_B,104.921363,105.236127,103.543975,103.855542,103.855542,464842
2025-05-05,DEMO_B,103.855542,104.167109,102.379337,102.687399,102.687399,280391
2025-05-06,DEMO_B,102.687399,104.241082,102.379337,103.929294,103.929294,490150
2025-05-07,DEMO_B,103.929294,104.278612,103.617506,103.966712,103.966712,425959
2025-05-08,DEMO_B,103.966712,105.558088,103.654812,105.242361,105.242361,593315
2025-05-09,DEMO_B,105.242361,106.830864,104.926634,106.511330,106.511330,311901
2025-05-12,DEMO_B,106.511330,110.391597,106.191796,110.061413,110.061413,159239
2025-05-13,DEMO_B,110.061413,110.391597,109.438390,109.767693,109.767693,161370
2025-05-14,DEMO_B,109.767693,112.620225,109.438390,112.283375,112.283375,160960
2025-05-15,DEMO_B,112.283375,112.620225,111.253737,111.588502,111.588502,372255
2025-05-16,DEMO_B,111.588502,114.016963,111.253737,113.675935,113.675935,106151
2025-05-19,DEMO_B,113.675935,114.016963,110.843088,111.176618,111.176618,315650
2025-05-20,DEMO_B,111.176618,111.510148,108.407545,108.733746,108.733746,247679
2025-05-21,DEMO_B,108.733746,109.059948,107.230399,107.553058,107.553058,106045
2025-05-22,DEMO_B,107.553058,108.692026,107.230399,108.366925,108.366925,250963
2025-05-23,DEMO_B,108.366925,109.135068,108.041824,108.808642,108.808642,372450
2025-05-26,DEMO_B,108.808642,109.135068,105.050880,105.366981,105.366981,155294
2025-05-27,DEMO_B,105.366981,105.784687,105.050880,105.468282,105.468282,442247
2025-05-28,DEMO_B,105.468282,106.488519,105.151877,106.170009,106.170009,241954
2025-05-29,DEMO_B,106.170009,107.561688,105.851499,107.239968,107.239968,432874
2025-05-30,DEMO_B,107.239968,107.561688,105.952540,106.271354,106.271354,599552
2025-06-02,DEMO_B,106.271354,106.818022,105.952540,106.498526,106.498526,411657
2025-06-03,DEMO_B,106.498526,107.182781,106.179031,106.862195,106.862195,145220
2025-06-04,DEMO_B,106.862195,108.002732,106.541608,107.679693,107.679693,222958
2025-06-05,DEMO_B,107.679693,108.002732,107.108457,107.430750,107.430750,220414
2025-06-06,DEMO_B,107.430750,108.071909,107.108457,107.748663,107.748663,504174
2025-06-09,DEMO_B,107.748663,108.071909,106.856245,107.177779,107.177779,199102
2025-06-10,DEMO_B,107.177779,108.308192,106.856245,107.984239,107.984239,554718
2025-06-11,DEMO_B,107.984239,108.308192,107.504766,107.828251,107.828251,118081
2025-06-12,DEMO_B,107.828251,109.436937,107.504766,109.109608,109.109608,509990
2025-06-13,DEMO_B,109.109608,109.436937,106.846993,107.168498,107.168498,402962
2025-06-16,DEMO_B,107.168498,107.490004,104.673632,104.988598,104.988598,243899
2025-06-17,DEMO_B,104.988598,105.303563,103.705125,104.017177,104.017177,524704
2025-06-18,DEMO_B,104.017177,105.450709,103.705125,105.135303,105.135303,584098
2025-06-19,DEMO_B,105.135303,105.764264,104.819897,105.447920,105.447920,563897
2025-06-20,DEMO_B,105.447920,107.410908,105.131576,107.089639,107.089639,509899
2025-06-23,DEMO_B,107.089639,107.410908,106.686410,107.007433,107.007433,518990
2025-06-24,DEMO_B,107.007433,109.403623,106.686410,109.076394,109.076394,374133
2025-06-25,DEMO_B,109.076394,109.403623,107.503179,107.826659,107.826659,415005
2025-06-26,DEMO_B,107.826659,108.150139,106.633616,106.954480,106.954480,506664
2025-06-27,DEMO_B,106.954480,107.275343,105.337021,105.653983,105.653983,467310
2025-06-30,DEMO_B,105.653983,105.970945,104.831333,105.146773,105.146773,149990
2025-07-01,DEMO_B,105.146773,108.055339,104.831333,107.732143,107.732143,454952
2025-07-02,DEMO_B,107.732143,108.055339,105.371578,105.688644,105.688644,354656
2025-07-03,DEMO_B,105.688644,106.005710,103.868463,104.181006,104.181006,127250
2025-07-04,DEMO_B,104.181006,105.211341,103.868463,104.896651,104.896651,209567
2025-07-07,DEMO_B,104.896651,105.211341,101.955700,102.262487,102.262487,542072
2025-07-08,DEMO_B,102.262487,103.931765,101.955700,103.620902,103.620902,285578
2025-07-09,DEMO_B,103.620902,103.931765,102.561227,102.869836,102.869836,145860
2025-07-10,DEMO_B,102.869836,103.178446,101.056869,101.360952,101.360952,395981
2025-07-11,DEMO_B,101.360952,102.296341,101.056869,101.990370,101.990370,329280
2025-07-14,DEMO_B,101.990370,102.296341,101.435636,101.740858,101.740858,536345
2025-07-15,DEMO_B,101.740858,102.584966,101.435636,102.278132,102.278132,386206
2025-07-16,DEMO_B,102.278132,104.520231,101.971297,104.207609,104.207609,370629
2025-07-17,DEMO_B,104.207609,104.520231,101.789263,102.095550,102.095550,250671
2025-07-18,DEMO_B,102.095550,103.964112,101.789263,103.653152,103.653152,228746
2025-07-21,DEMO_B,103.653152,105.620244,103.342193,105.304331,105.304331,424616
2025-07-22,DEMO_B,105.304331,106.209901,104.988418,105.892224,105.892224,330829
2025-07-23,DEMO_B,105.892224,106.751126,105.574548,106.431830,106.431830,354176
2025-07-24,DEMO_B,106.431830,109.729075,106.112535,109.400872,109.400872,164668
2025-07-25,DEMO_B,109.400872,109.857680,109.072670,109.529092,109.529092,159608
2025-07-28,DEMO_B,109.529092,110.126354,109.200505,109.796963,109.796963,146704
2025-07-29,DEMO_B,109.796963,110.126354,108.200837,108.526416,108.526416,252352
2025-07-30,DEMO_B,108.526416,109.382630,108.200837,109.055464,109.055464,300391
2025-07-31,DEMO_B,109.055464,109.886369,108.728298,109.557696,109.557696,417314
2025-08-01,DEMO_B,109.557696,109.886369,107.983630,108.308556,108.308556,520057
2025-08-04,DEMO_B,108.308556,108.633481,104.915774,105.231468,105.231468,208814
2025-08-05,DEMO_B,105.231468,105.547162,103.307967,103.618823,103.618823,560228
2025-08-06,DEMO_B,103.618823,103.929680,102.905368,103.215013,103.215013,118029
2025-08-07,DEMO_B,103.215013,106.392072,102.905368,106.073851,106.073851,173962
2025-08-08,DEMO_B,106.073851,106.392072,104.361598,104.675625,104.675625,212796
2025-08-11,DEMO_B,104.675625,105.523081,104.361598,105.207459,105.207459,394857
2025-08-12,DEMO_B,105.207459,105.523081,104.495980,104.810411,104.810411,451001
2025-01-01,DEMO_C,100.000000,100.580686,99.700000,100.279847,100.279847,408321
2025-01-02,DEMO_C,100.279847,100.580686,99.525174,99.824648,99.824648,258107
2025-01-03,DEMO_C,99.824648,101.646851,99.525174,101.342822,101.342822,198486
2025-01-06,DEMO_C,101.342822,101.676205,101.038794,101.372089,101.372089,315709
2025-01-07,DEMO_C,101.372089,105.463059,101.067973,105.147616,105.147616,580885
2025-01-08,DEMO_C,105.147616,107.622070,104.832173,107.300170,107.300170,356369
2025-01-09,DEMO_C,107.300170,107.781607,106.978269,107.459229,107.459229,164133
2025-01-10,DEMO_C,107.459229,107.781607,107.073128,107.395314,107.395314,560528
2025-01-13,DEMO_C,107.395314,107.717500,106.839353,107.160836,107.160836,234382
2025-01-14,DEMO_C,107.160836,108.153398,106.839353,107.829908,107.829908,499935
2025-01-15,DEMO_C,107.829908,108.153398,106.253636,106.573356,106.573356,291963
2025-01-16,DEMO_C,106.573356,107.835169,106.253636,107.512631,107.512631,347070
